soc_code,onet_soc_code,occupation_title,education_level,respondent_share_percent,source_date,rank
47-2132,47-2132.00,"Insulation Workers, Mechanical",High school diploma or equivalent,71.69,08/2023,1
47-2132,47-2132.00,"Insulation Workers, Mechanical",Post-secondary certificate,20.8,08/2023,2
47-2132,47-2132.00,"Insulation Workers, Mechanical",Less than high school diploma,7.52,08/2023,3
47-2132,47-2132.00,"Insulation Workers, Mechanical","Some college, no degree",0.0,08/2023,4
47-2132,47-2132.00,"Insulation Workers, Mechanical",Associate's degree,0.0,08/2023,5
47-2132,47-2132.00,"Insulation Workers, Mechanical",Bachelor's degree,0.0,08/2023,6
47-2141,47-2141.00,"Painters, Construction and Maintenance",Post-doctoral training,1.85,08/2025,1
47-2141,47-2141.00,"Painters, Construction and Maintenance","Some college, no degree",0.0,08/2025,2
47-2141,47-2141.00,"Painters, Construction and Maintenance",Associate's degree,0.0,08/2025,3
47-2141,47-2141.00,"Painters, Construction and Maintenance",Bachelor's degree,0.0,08/2025,4
47-2141,47-2141.00,"Painters, Construction and Maintenance",Post-baccalaureate certificate,0.0,08/2025,5
47-2141,47-2141.00,"Painters, Construction and Maintenance",Master's degree,0.0,08/2025,6
47-2142,47-2142.00,Paperhangers,High school diploma or equivalent,54.08,06/2008,1
47-2142,47-2142.00,Paperhangers,Less than high school diploma,24.07,06/2008,2
47-2142,47-2142.00,Paperhangers,Post-secondary certificate,3.36,06/2008,3
47-2142,47-2142.00,Paperhangers,Associate's degree,0.0,06/2008,4
47-2142,47-2142.00,Paperhangers,Bachelor's degree,0.0,06/2008,5
47-2142,47-2142.00,Paperhangers,Post-baccalaureate certificate,0.0,06/2008,6
47-2151,47-2151.00,Pipelayers,Less than high school diploma,65.4,08/2025,1
47-2151,47-2151.00,Pipelayers,High school diploma or equivalent,32.88,08/2025,2
47-2151,47-2151.00,Pipelayers,Post-secondary certificate,1.72,08/2025,3
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Post-secondary certificate,43.26,08/2022,1
47-2152,47-2152.04,Solar Thermal Installers and Technicians,High school diploma or equivalent,43.24,07/2015,2
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,34.84,08/2022,3
47-2152,47-2152.04,Solar Thermal Installers and Technicians,"Some college, no degree",24.9,07/2015,4
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Bachelor's degree,11.23,07/2015,5
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Post-baccalaureate certificate,11.23,07/2015,6
47-2161,47-2161.00,Plasterers and Stucco Masons,Less than high school diploma,67.95,07/2015,1
47-2161,47-2161.00,Plasterers and Stucco Masons,High school diploma or equivalent,27.89,07/2015,2
47-2161,47-2161.00,Plasterers and Stucco Masons,Post-secondary certificate,2.8,07/2015,3
47-2161,47-2161.00,Plasterers and Stucco Masons,Associate's degree,1.36,07/2015,4
47-2161,47-2161.00,Plasterers and Stucco Masons,"Some college, no degree",0.0,07/2015,5
47-2161,47-2161.00,Plasterers and Stucco Masons,Bachelor's degree,0.0,07/2015,6
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Less than high school diploma,36.56,07/2015,1
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,33.86,07/2015,2
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Post-secondary certificate,29.58,07/2015,3
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Some college, no degree",0.0,07/2015,4
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Associate's degree,0.0,07/2015,5
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Bachelor's degree,0.0,07/2015,6
47-2181,47-2181.00,Roofers,High school diploma or equivalent,48.9,07/2015,1
47-2181,47-2181.00,Roofers,Less than high school diploma,26.14,07/2015,2
47-2181,47-2181.00,Roofers,Post-secondary certificate,10.83,07/2015,3
47-2181,47-2181.00,Roofers,"Some college, no degree",7.53,07/2015,4
47-2181,47-2181.00,Roofers,First professional degree,2.42,07/2015,5
47-2181,47-2181.00,Roofers,Doctoral degree,2.08,07/2015,6
47-2211,47-2211.00,Sheet Metal Workers,High school diploma or equivalent,49.0,08/2023,1
47-2211,47-2211.00,Sheet Metal Workers,Post-secondary certificate,43.81,08/2023,2
47-2211,47-2211.00,Sheet Metal Workers,Less than high school diploma,7.2,08/2023,3
47-2211,47-2211.00,Sheet Metal Workers,"Some college, no degree",0.0,08/2023,4
47-2211,47-2211.00,Sheet Metal Workers,Associate's degree,0.0,08/2023,5
47-2211,47-2211.00,Sheet Metal Workers,Bachelor's degree,0.0,08/2023,6
47-2221,47-2221.00,Structural Iron and Steel Workers,High school diploma or equivalent,42.11,07/2015,1
47-2221,47-2221.00,Structural Iron and Steel Workers,Less than high school diploma,33.66,07/2015,2
47-2221,47-2221.00,Structural Iron and Steel Workers,Post-secondary certificate,19.21,07/2015,3
47-2221,47-2221.00,Structural Iron and Steel Workers,Post-baccalaureate certificate,5.03,07/2015,4
47-2221,47-2221.00,Structural Iron and Steel Workers,"Some college, no degree",0.0,07/2015,5
47-2221,47-2221.00,Structural Iron and Steel Workers,Associate's degree,0.0,07/2015,6
47-2231,47-2231.00,Solar Photovoltaic Installers,Post-secondary certificate,36.91,08/2024,1
47-2231,47-2231.00,Solar Photovoltaic Installers,High school diploma or equivalent,33.71,08/2024,2
47-2231,47-2231.00,Solar Photovoltaic Installers,Bachelor's degree,13.94,08/2024,3
47-2231,47-2231.00,Solar Photovoltaic Installers,Less than high school diploma,10.97,08/2024,4
47-2231,47-2231.00,Solar Photovoltaic Installers,Associate's degree,3.38,08/2024,5
47-2231,47-2231.00,Solar Photovoltaic Installers,Master's degree,1.1,08/2024,6
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",High school diploma or equivalent,58.01,07/2013,1
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Less than high school diploma,24.19,07/2013,2
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Post-secondary certificate,11.57,07/2013,3
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",First professional degree,6.23,07/2013,4
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Some college, no degree",0.0,07/2013,5
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Associate's degree,0.0,07/2013,6
47-3012,47-3012.00,Helpers--Carpenters,Less than high school diploma,25.35,07/2013,1
47-3012,47-3012.00,Helpers--Carpenters,"Some college, no degree",17.96,07/2013,2
47-3012,47-3012.00,Helpers--Carpenters,Post-secondary certificate,3.1,07/2013,3
47-3012,47-3012.00,Helpers--Carpenters,Associate's degree,0.0,07/2013,4
47-3012,47-3012.00,Helpers--Carpenters,Bachelor's degree,0.0,07/2013,5
47-3012,47-3012.00,Helpers--Carpenters,Post-baccalaureate certificate,0.0,07/2013,6
47-3013,47-3013.00,Helpers--Electricians,High school diploma or equivalent,70.79,08/2023,1
47-3013,47-3013.00,Helpers--Electricians,Post-secondary certificate,13.03,08/2023,2
47-3013,47-3013.00,Helpers--Electricians,Less than high school diploma,10.71,08/2023,3
47-3013,47-3013.00,Helpers--Electricians,"Some college, no degree",2.84,08/2023,4
47-3013,47-3013.00,Helpers--Electricians,Associate's degree,1.33,08/2023,5
47-3013,47-3013.00,Helpers--Electricians,Bachelor's degree,1.3,08/2023,6
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Less than high school diploma,68.24,06/2007,1
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",High school diploma or equivalent,26.19,06/2007,2
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Post-secondary certificate,3.68,06/2007,3
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Associate's degree,1.4,06/2007,4
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Some college, no degree",0.49,06/2007,5
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Bachelor's degree,0.0,06/2007,6
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Post-secondary certificate,26.83,07/2011,1
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Master's degree,9.69,07/2011,2
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Some college, no degree",9.18,07/2011,3
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Less than high school diploma,5.6,07/2011,4
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Associate's degree,0.0,07/2011,5
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Bachelor's degree,0.0,07/2011,6
47-3016,47-3016.00,Helpers--Roofers,Less than high school diploma,32.7,06/2008,1
47-3016,47-3016.00,Helpers--Roofers,Post-doctoral training,16.01,06/2008,2
47-3016,47-3016.00,Helpers--Roofers,"Some college, no degree",7.91,06/2008,3
47-3016,47-3016.00,Helpers--Roofers,Post-secondary certificate,0.0,06/2008,4
47-3016,47-3016.00,Helpers--Roofers,Associate's degree,0.0,06/2008,5
47-3016,47-3016.00,Helpers--Roofers,Bachelor's degree,0.0,06/2008,6
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,47.49,08/2023,1
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Post-secondary certificate,47.14,08/2023,2
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Associate's degree,4.54,08/2023,3
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Some college, no degree",0.49,08/2023,4
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Bachelor's degree,0.34,08/2023,5
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Less than high school diploma,0.0,08/2023,6
47-4031,47-4031.00,Fence Erectors,High school diploma or equivalent,47.51,08/2019,1
47-4031,47-4031.00,Fence Erectors,Less than high school diploma,29.4,08/2019,2
47-4031,47-4031.00,Fence Erectors,Post-secondary certificate,1.01,08/2019,3
47-4031,47-4031.00,Fence Erectors,Associate's degree,0.0,08/2019,4
47-4031,47-4031.00,Fence Erectors,Bachelor's degree,0.0,08/2019,5
47-4031,47-4031.00,Fence Erectors,Post-baccalaureate certificate,0.0,08/2019,6
47-4041,47-4041.00,Hazardous Materials Removal Workers,Less than high school diploma,26.03,07/2015,1
47-4041,47-4041.00,Hazardous Materials Removal Workers,High school diploma or equivalent,24.89,07/2015,2
47-4041,47-4041.00,Hazardous Materials Removal Workers,Post-secondary certificate,19.71,07/2015,3
47-4041,47-4041.00,Hazardous Materials Removal Workers,Bachelor's degree,13.76,07/2015,4
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Some college, no degree",13.66,07/2015,5
47-4041,47-4041.00,Hazardous Materials Removal Workers,Associate's degree,1.94,07/2015,6
47-4051,47-4051.00,Highway Maintenance Workers,High school diploma or equivalent,88.29,07/2017,1
47-4051,47-4051.00,Highway Maintenance Workers,Less than high school diploma,5.21,07/2017,2
47-4051,47-4051.00,Highway Maintenance Workers,Associate's degree,5.07,07/2017,3
47-4051,47-4051.00,Highway Maintenance Workers,Post-secondary certificate,1.43,07/2017,4
47-4051,47-4051.00,Highway Maintenance Workers,"Some college, no degree",0.0,07/2017,5
47-4051,47-4051.00,Highway Maintenance Workers,Bachelor's degree,0.0,07/2017,6
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,90.22,07/2015,1
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Less than high school diploma,9.78,07/2015,2
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Post-secondary certificate,0.0,07/2015,3
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Some college, no degree",0.0,07/2015,4
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Associate's degree,0.0,07/2015,5
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Bachelor's degree,0.0,07/2015,6
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,High school diploma or equivalent,40.44,07/2017,1
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Less than high school diploma,37.08,07/2017,2
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Post-secondary certificate,22.13,07/2017,3
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Some college, no degree",0.34,07/2017,4
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Associate's degree,0.0,07/2017,5
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Bachelor's degree,0.0,07/2017,6
47-4091,47-4091.00,Segmental Pavers,High school diploma or equivalent,58.91,06/2008,1
47-4091,47-4091.00,Segmental Pavers,Post-secondary certificate,30.89,06/2008,2
47-4091,47-4091.00,Segmental Pavers,Less than high school diploma,6.57,06/2008,3
47-4091,47-4091.00,Segmental Pavers,"Some college, no degree",2.83,06/2008,4
47-4091,47-4091.00,Segmental Pavers,Associate's degree,0.8,06/2008,5
47-4091,47-4091.00,Segmental Pavers,Bachelor's degree,0.0,06/2008,6
47-5011,47-5011.00,"Derrick Operators, Oil and Gas",Less than high school diploma,68.54,06/2006,1
47-5011,47-5011.00,"Derrick Operators, Oil and Gas",High school diploma or equivalent,22.91,06/2006,2
47-5011,47-5011.00,"Derrick Operators, Oil and Gas",Post-secondary certificate,4.94,06/2006,3
47-5011,47-5011.00,"Derrick Operators, Oil and Gas",Associate's degree,3.6,06/2006,4
47-5011,47-5011.00,"Derrick Operators, Oil and Gas","Some college, no degree",0.0,06/2006,5
47-5011,47-5011.00,"Derrick Operators, Oil and Gas",Bachelor's degree,0.0,06/2006,6
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas",Less than high school diploma,31.11,12/2005,1
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas",High school diploma or equivalent,28.74,12/2005,2
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas","Some college, no degree",22.15,12/2005,3
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas",Post-secondary certificate,9.08,12/2005,4
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas",Bachelor's degree,8.91,12/2005,5
47-5012,47-5012.00,"Rotary Drill Operators, Oil and Gas",Associate's degree,0.0,12/2005,6
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas",Post-secondary certificate,0.0,07/2013,1
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas","Some college, no degree",0.0,07/2013,2
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas",Associate's degree,0.0,07/2013,3
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas",Bachelor's degree,0.0,07/2013,4
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas",Post-baccalaureate certificate,0.0,07/2013,5
47-5013,47-5013.00,"Service Unit Operators, Oil and Gas",Master's degree,0.0,07/2013,6
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",High school diploma or equivalent,71.12,07/2013,1
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Less than high school diploma,23.17,07/2013,2
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Post-secondary certificate,5.71,07/2013,3
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Some college, no degree",0.0,07/2013,4
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Associate's degree,0.0,07/2013,5
47-5022,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Bachelor's degree,0.0,07/2013,6
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas",High school diploma or equivalent,72.77,07/2017,1
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas",Less than high school diploma,15.07,07/2017,2
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas",Post-secondary certificate,12.15,07/2017,3
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas","Some college, no degree",0.0,07/2017,4
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas",Associate's degree,0.0,07/2017,5
47-5023,47-5023.00,"Earth Drillers, Except Oil and Gas",Bachelor's degree,0.0,07/2017,6
47-5041,47-5041.00,Continuous Mining Machine Operators,High school diploma or equivalent,81.27,07/2016,1
47-5041,47-5041.00,Continuous Mining Machine Operators,Post-secondary certificate,9.64,07/2016,2
47-5041,47-5041.00,Continuous Mining Machine Operators,"Some college, no degree",5.13,07/2016,3
47-5041,47-5041.00,Continuous Mining Machine Operators,Less than high school diploma,3.96,07/2016,4
47-5041,47-5041.00,Continuous Mining Machine Operators,Associate's degree,0.0,07/2016,5
47-5041,47-5041.00,Continuous Mining Machine Operators,Bachelor's degree,0.0,07/2016,6
47-5043,47-5043.00,"Roof Bolters, Mining",High school diploma or equivalent,86.71,07/2017,1
47-5043,47-5043.00,"Roof Bolters, Mining",Less than high school diploma,13.29,07/2017,2
